1.2,9.1987,454.9005,217.24,125.7051,1220195,368.56,0.0
1.22,8.7565,358.4175,89.62,127.7844,1207683,701.61,0.0
1.19,7.7415,339.4151,47.15,143.0192,1360297,698.95,0.0
1.13,8.6427,303.7415,21.5,171.0437,1643849,665.88,0.0
1.16,9.6177,355.7766,93.76,107.2894,986916,755.61,104.17
1.02,14.0228,586.2322,89.5,76.8408,720849,475.59,0.0
1.12,21.4183,343.1356,141.8,97.4966,92526,497.06,0.0
1.11,21.2826,304.4717,99.67,103.7069,998959,381.1,0.0
1.07,7.9568,303.7064,159.05,91.8199,882755,354.44,0.0
0.99,6.2946,456.3334,181.49,91.5145,898606,165.39,0.0
1.07,10.8838,350.5613,151.0,93.7954,900016,379.38,0.0
1.06,9.8666,300.4551,222.42,103.1303,997987,333.16,0.0
0.99,13.5737,391.1181,163.25,106.2154,101131,508.44,0.0
0.99,13.539,600.172,179.32,93.2318,917082,152.36,0.0
1.06,9.4138,331.9616,164.14,108.4582,1010335,742.47,0.0
1.17,9.1414,315.4032,135.77,119.2105,1165109,269.96,0.0
1.24,10.0285,316.4034,127.12,84.2477,803604,388.73,0.0
1.22,28.195,282.8742,49.9,97.1646,918693,529.53,0.0
0.99,2920.9736,273.5092,297.9,663.5431,4860595,17748.36,0.0
1.08,2517.7415,207.0245,103.06,587.9787,4693026,11867.61,0.0
0.96,3249.3228,310.1908,275.8,615.4531,3890357,22628.21,13.53
1.07,2830.2401,237.4085,181.92,506.9004,3703267,13654.66,2.71
0.99,2502.8865,288.8963,307.83,537.9468,3303172,20738.55,24.41
1.0,2697.9903,297.323,501.16,563.8208,369923,19389.78,0.0
1.13,2639.1578,284.4245,455.97,470.4648,3365642,13390.06,0.0
1.12,2504.4138,344.8333,488.24,486.2865,3566293,12941.12,24.6
0.99,2904.575,629.8007,252.79,653.9838,3946077,25929.39,8.22
1.09,2368.1429,646.0797,304.36,567.5146,3182688,24924.58,0.0
1.09,2287.1028,597.3179,291.22,603.3919,3688435,23454.84,0.0
0.95,2559.3332,910.4732,599.71,862.9411,4115996,45134.15,0.0
0.96,2657.9709,927.8033,644.43,594.6041,1487564,44584.77,0.0
1.07,2621.0744,618.7063,680.8,456.623,2053387,25125.65,2.78
0.93,3461.1851,827.6272,1349.41,862.0196,3369843,52442.25,61.28
1.07,2780.4826,624.8597,714.93,759.8302,4629032,29678.76,13.94
0.97,3031.1324,736.7585,911.25,944.3619,4983355,44549.67,52.97
1.15,2758.1827,448.3912,1034.09,612.8124,4713807,14112.5,30.67
1.12,2744.6242,462.2369,950.09,574.1809,4553411,11883.98,0.0
1.09,3625.7951,419.9244,1424.96,592.169,4506825,14148.65,0.0
1.01,3850.2771,470.4007,4251.74,674.722,4582045,21568.48,83.27
1.15,3065.8786,419.0678,3515.48,538.8832,4212647,11720.3,41.55
1.08,3353.7202,440.8707,708.0,572.1066,4511422,12096.44,0.0
0.97,4461.0017,478.3842,1982.03,612.9237,4509987,16192.5,0.0
1.14,3100.8033,379.5324,867.46,583.0385,4602359,12280.26,0.0
1.01,4363.7791,546.7538,848.55,705.6049,5068474,19851.0,24.75
1.13,3313.5343,376.9853,816.56,653.4219,5209976,13108.03,134.4
0.99,4493.1147,302.3178,678.4,745.4211,5548476,19010.81,46.54
1.1,3863.705,177.0112,471.72,612.6144,4861213,12578.28,71.03
0.99,4555.6592,224.1417,738.68,722.9028,5095484,21329.99,5.45
1.1,3829.0099,195.4318,522.81,517.3502,4050516,11199.95,29.91
0.96,5381.2694,272.8443,1260.8,565.3987,338670,22651.15,21.72
1.11,3864.0089,186.1884,838.68,453.9229,337102,11682.09,0.0
1.1,4134.5296,188.6063,1089.33,466.6826,3410844,12559.82,0.0
1.0,5384.0348,285.6826,1059.73,661.8163,3252082,33660.81,0.0
1.12,3876.7681,183.6633,1041.78,415.1184,3131529,10196.55,0.0
1.12,3687.0965,180.4085,873.24,433.426,2966172,13680.88,0.0
0.99,3775.7848,224.1995,219.14,508.8432,2583307,25051.25,0.0
1.04,3184.7347,192.5439,374.51,450.3712,2861248,16289.92,134.72
1.11,3050.2889,166.5199,261.01,437.8025,2931392,14466.33,0.0
1.0,3935.9103,234.196,304.89,622.751,4049512,21766.54,13.44
1.12,3361.7208,165.0821,310.7,465.7523,349117,11625.94,37.59
1.1,3615.5922,157.8871,236.97,432.4142,3384733,9394.09,0.0
0.99,4415.440,211.837,347.78,494.5696,321809,17273.38,2.68
1.1,3693.1629,183.2476,237.47,434.3004,3342374,10006.3,0.0
1.06,3644.4677,174.2041,638.18,448.8592,2672766,18158.26,0.0
1.03,3772.5638,171.625,524.85,389.4018,1804441,20895.77,0.0
0.96,5531.9856,315.8338,294.94,516.9449,1055373,41140.76,0.0
